City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,payyannur,12.1,75.2,75.2,88,20,5.82,IN,1579738106
384,honolulu,21.31,-157.86,80.6,51,20,9.17,US,1579738063
385,atambua,-9.11,124.89,80.78,74,25,3.62,ID,1579738106
386,saiha,22.48,92.97,49.84,47,8,3.71,IN,1579738107
387,muros,42.78,-9.06,53.01,100,40,3.36,ES,1579738107
388,sioux lookout,50.1,-91.92,24.8,85,90,4.7,CA,1579738107
389,belmonte,-15.86,-38.88,75.2,94,75,4.7,BR,1579738107
390,antalaha,-14.9,50.28,79.25,88,100,6.6,MG,1579738107
391,albion,42.24,-84.75,30.2,58,1,5.82,US,1579737861
392,catalina,32.51,-110.92,60.01,62,90,6.93,US,1579738108
393,jertih,5.73,102.49,78.8,88,40,4.7,MY,1579738108
394,baruun-urt,46.68,113.28,-5.3,83,0,5.82,MN,1579738108
395,malakal,9.53,31.66,67.53,15,14,11.77,SS,1579737855
396,saint-pierre,-21.34,55.48,78.8,94,90,12.75,RE,1579738109
397,sabha,27.04,14.43,52.12,37,0,10.54,LY,1579738109
398,zelenoborskiy,66.84,32.36,17.02,75,0,17.83,RU,1579738109
399,quelimane,-17.88,36.89,73.4,94,40,3.36,MZ,1579738109
400,ginda,30.69,78.49,35.11,34,0,5.88,IN,1579738109
401,svetlaya,46.54,138.33,13.66,65,63,6.93,RU,1579738109
402,trabzon,40.92,39.83,44.6,65,75,5.82,TR,1579737882
403,moussoro,13.64,16.49,64.67,16,0,16.24,TD,1579738110
404,whitehorse,60.72,-135.05,10.0,84,75,1.86,CA,1579738074
405,constitucion,-35.33,-72.42,58.01,93,21,5.99,CL,1579738110
406,guerrero negro,27.98,-114.06,62.94,71,0,11.34,MX,1579738110
407,sinnamary,5.38,-52.95,78.33,72,33,11.48,GF,1579738111
408,poquoson,37.12,-76.35,39.2,64,1,8.05,US,1579738111
409,rebrikha,53.07,82.34,18.57,91,100,15.17,RU,1579738111
410,the valley,18.22,-63.06,78.8,69,20,12.75,AI,1579737980
411,dinguiraye,11.3,-10.72,78.89,26,100,3.24,GN,1579738120
412,orotukan,62.27,151.7,-24.11,96,100,2.57,RU,1579738121
413,geraldton,-28.77,114.6,68.0,72,0,16.11,AU,1579738121
414,aswan,24.09,32.91,45.72,57,0,9.69,EG,1579738121
415,lucani,43.86,20.14,30.2,58,0,14.99,RS,1579738121
416,petropavlovka,50.61,105.32,-12.24,90,0,3.83,RU,1579738121
417,maceio,-9.67,-35.74,78.8,88,99,6.93,BR,1579738122
418,victor harbor,-35.57,138.62,64.99,59,75,24.16,AU,1579738122
419,vestmannaeyjar,63.44,-20.27,36.14,68,100,42.7,IS,1579738122
420,huilong,31.81,121.66,48.99,99,97,9.62,CN,1579738122
421,kurumkan,54.3,110.3,-21.75,81,4,2.95,RU,1579738123
422,champerico,14.3,-91.92,86.0,55,40,9.17,GT,1579738123
423,nahan,30.55,77.3,47.03,53,0,2.89,IN,1579738126
424,krasnovishersk,60.41,57.08,17.24,96,100,1.36,RU,1579738126
425,alice springs,-23.7,133.88,91.4,41,45,11.41,AU,1579738126
426,havoysund,71.0,24.66,23.0,73,75,25.28,NO,1579737997
427,oktyabrskoye,43.06,44.74,33.3,53,0,2.86,RU,1579738127
428,broome,42.25,-75.83,30.0,73,1,3.71,US,1579738127
429,iskateley,67.68,53.15,18.09,95,100,10.22,RU,1579738127
430,port macquarie,-31.43,152.92,95.0,49,2,10.29,AU,1579738092
431,kasongo-lunda,-6.47,16.82,68.45,91,89,0.38,CD,1579738128
432,coihaique,-45.58,-72.07,71.6,40,40,10.29,CL,1579738128
433,port-gentil,-0.72,8.78,82.4,94,40,4.7,GA,1579738128
434,dabhol,17.6,73.17,78.33,53,25,3.91,IN,1579738128
435,acapulco,16.86,-99.89,84.2,70,40,6.93,MX,1579738128
436,nowy dwor gdanski,54.21,19.12,35.01,92,0,4.7,PL,1579738129
437,yar-sale,66.83,70.83,3.67,92,100,16.04,RU,1579738129
438,magdagachi,53.45,125.8,-12.93,97,100,5.79,RU,1579738129
439,sayyan,15.17,44.32,50.59,85,5,4.38,YE,1579738130
440,goderich,43.75,-81.72,27.0,84,100,1.99,CA,1579737901
441,todos santos,23.45,-110.22,73.99,68,75,11.41,MX,1579738130
442,hayden,47.77,-116.79,39.2,99,90,3.36,US,1579738130
443,banjar,-8.19,114.97,82.4,88,20,2.24,ID,1579738130
444,sola,-13.88,167.55,81.61,66,42,11.99,VU,1579738130
445,masallatah,32.62,14.0,49.33,90,44,17.52,LY,1579738131
446,santa maria,-29.68,-53.81,71.6,78,72,6.93,BR,1579738131
447,uglovka,58.24,33.51,23.43,85,100,13.27,RU,1579738131
448,bambanglipuro,-7.95,110.28,78.26,84,86,4.7,ID,1579738131
449,timaru,-44.4,171.25,64.99,87,2,5.99,NZ,1579738131
450,fomboni,-12.28,43.74,82.49,78,97,19.26,KM,1579738132
451,jiblah,13.92,44.15,58.71,96,85,4.34,YE,1579738132
452,tarko-sale,64.92,77.78,3.99,86,100,18.72,RU,1579738132
453,pimenta bueno,-11.67,-61.19,75.09,93,99,3.33,BR,1579738132
454,ryotsu,38.08,138.43,42.8,100,90,1.12,JP,1579738132
455,stephenville crossing,48.5,-58.43,23.0,73,75,10.29,CA,1579738133
456,nelson bay,-32.72,152.15,98.01,30,11,20.8,AU,1579738133
457,camacupa,-12.02,17.48,62.73,95,100,2.42,AO,1579738133
458,bengkulu,-3.8,102.27,73.26,94,93,3.47,ID,1579738133
459,palana,59.12,159.97,-4.11,86,44,3.11,RU,1579738133
460,fukumitsu,36.55,136.87,46.99,81,90,5.82,JP,1579738134
461,darasun,51.67,114.0,-5.8,53,0,8.95,RU,1579738134
462,minsk,53.9,27.57,32.0,69,75,20.13,BY,1579738134
463,san ignacio,17.16,-89.07,75.2,64,54,3.09,BZ,1579738134
464,awjilah,29.11,21.29,50.76,62,0,5.53,LY,1579738134
465,mezhdurechensk,53.69,88.06,19.18,94,100,6.55,RU,1579738134
466,petauke,-14.24,31.33,64.31,94,95,3.2,ZM,1579738135
467,san cristobal,7.77,-72.22,77.0,88,40,4.7,VE,1579738135
468,faya,18.39,42.45,53.6,87,40,6.93,SA,1579738135
469,campbellton,48.01,-66.67,10.72,97,100,3.22,CA,1579738135
470,zavodoukovsk,56.5,66.55,23.9,92,100,15.17,RU,1579738136
471,puerto baquerizo moreno,-0.9,-89.6,78.8,83,40,12.75,EC,1579738136
472,lagoa,39.05,-27.98,57.96,74,99,18.05,PT,1579738136
473,green river,41.53,-109.47,28.99,54,1,20.8,US,1579738087
474,porbandar,21.64,69.61,68.95,54,62,18.39,IN,1579738137
475,burns lake,54.23,-125.75,26.85,97,100,3.44,CA,1579738137
476,margate,51.38,1.39,46.4,100,75,2.24,GB,1579738137
477,sokolo,14.73,-6.12,82.0,15,100,8.63,ML,1579738137
478,fairbanks,64.84,-147.72,-7.01,76,75,0.49,US,1579738137
479,ahipara,-35.17,173.17,65.73,70,81,7.81,NZ,1579738137
480,kongsberg,59.67,9.65,32.0,69,7,5.82,NO,1579738141
481,banda aceh,5.56,95.32,72.14,91,31,5.14,ID,1579738141
482,san carlos de bariloche,-41.15,-71.31,87.8,18,20,12.75,AR,1579738030
483,papara,-3.98,-38.73,84.2,74,40,6.93,BR,1579738141
484,wajima,37.4,136.9,42.8,93,75,2.24,JP,1579738142
485,sault sainte marie,46.52,-84.33,33.8,98,90,6.93,CA,1579738120
486,atar,20.52,-13.05,64.02,26,100,5.53,MR,1579738142
487,zorritos,-3.68,-80.68,89.6,33,40,9.17,PE,1579738142
488,matay,28.42,30.78,42.57,83,0,4.5,EG,1579738142
489,loa janan,-0.58,117.09,78.64,78,39,5.77,ID,1579738143
490,guarapari,-20.67,-40.5,73.4,100,90,4.7,BR,1579738143
491,teramo,42.65,13.68,39.99,100,0,4.7,IT,1579738143
492,buraydah,26.33,43.98,42.8,70,0,4.7,SA,1579738143
493,mishan,45.55,131.88,4.68,83,79,1.92,CN,1579738143
494,aykhal,66.0,111.5,-40.0,65,0,2.24,RU,1579738143
495,stornoway,58.21,-6.39,48.2,81,100,11.41,GB,1579738147
496,neiafu,-18.65,-173.98,82.4,74,40,4.7,TO,1579738147
497,uvinza,-5.1,30.39,64.65,97,100,1.01,TZ,1579738147
498,meulaboh,4.14,96.13,80.78,80,0,7.0,ID,1579738147
499,kyren,51.68,102.14,-7.06,69,18,7.58,RU,1579738147
500,leninskoye,47.94,132.62,-1.71,90,89,2.68,RU,1579738148
501,ostersund,63.18,14.64,32.0,79,86,5.82,SE,1579738148
502,inuvik,68.35,-133.72,-20.2,68,40,3.36,CA,1579738148
503,bonthe,7.53,-12.51,79.86,84,98,5.3,SL,1579738148
504,eyrarbakki,63.86,-21.15,32.0,74,75,24.16,IS,1579738148
505,monclova,26.9,-101.42,64.4,55,75,4.03,MX,1579738139
506,arcachon,44.59,-1.05,50.0,87,90,4.7,FR,1579738149
507,jacareacanga,-6.22,-57.75,75.16,96,100,2.06,BR,1579738152
508,amucao,15.46,120.69,73.4,78,75,6.93,PH,1579738152
509,baracoa,20.35,-74.5,69.62,82,97,23.89,CU,1579738152
510,coos bay,43.37,-124.22,55.4,76,90,17.22,US,1579738152
511,valle de allende,26.93,-105.4,66.83,22,67,12.39,MX,1579738153
512,black river,18.03,-77.85,71.6,78,90,14.99,JM,1579738153
513,kawalu,-7.38,108.21,73.89,87,98,2.44,ID,1579738153
514,mandalgovi,45.76,106.27,-0.06,71,0,4.5,MN,1579738153
515,kashi,39.45,75.98,19.4,67,13,8.95,CN,1579738153
516,weymouth,42.22,-70.94,30.99,63,1,4.29,US,1579738154
517,ust-nera,64.57,143.2,-35.41,100,100,2.15,RU,1579738154
518,paita,-5.09,-81.11,62.6,100,43,9.17,PE,1579738154
519,port augusta,-32.5,137.77,71.01,49,40,16.11,AU,1579738154
520,eston,51.15,-108.75,23.0,92,20,9.17,CA,1579738154
521,ivanteyevka,55.97,37.92,30.99,86,90,11.18,RU,1579738155
522,burgeo,47.62,-57.62,22.96,70,100,2.53,CA,1579738155
523,padang,-0.95,100.35,68.7,90,30,4.54,ID,1579737953
524,palmer,42.16,-72.33,28.99,68,20,3.4,US,1579738155
525,nyrob,60.73,56.72,17.42,94,99,3.22,RU,1579738156
526,jawhar,2.78,45.5,78.58,66,52,12.44,SO,1579738156
527,lianran,24.92,102.48,39.2,69,0,6.71,CN,1579738156
528,san quintin,30.48,-115.95,59.14,77,0,15.08,MX,1579738156
529,abha,18.22,42.51,53.6,87,40,6.93,SA,1579738156
530,wanning,18.8,110.4,68.95,90,8,3.33,CN,1579738156
531,rio grande,-32.03,-52.1,72.63,78,22,20.11,BR,1579738157
532,seoul,37.57,126.98,30.2,74,1,3.36,KR,1579738157
533,deputatskiy,69.3,139.9,-25.31,92,82,3.56,RU,1579738157
534,stokmarknes,68.56,14.91,35.01,81,100,5.99,NO,1579738157
535,honningsvag,70.98,25.97,24.8,62,75,26.4,NO,1579738158
536,buala,-8.14,159.59,85.37,68,98,5.55,SB,1579738158
537,uttaradit,17.67,100.5,70.25,57,29,1.88,TH,1579738158
538,montecristo,8.3,-74.47,75.43,96,100,2.62,CO,1579738158
539,porto walter,-8.27,-72.74,77.52,85,57,2.59,BR,1579738158
540,imbituba,-28.24,-48.67,69.8,94,75,2.24,BR,1579738159
541,kiunga,-6.12,141.29,88.09,60,22,1.05,PG,1579738159
542,sao felix do xingu,-6.64,-51.99,73.54,96,100,1.68,BR,1579738159
543,tarnogskiy gorodok,60.5,43.58,19.42,88,100,10.25,RU,1579738159
544,state college,40.79,-77.86,28.4,50,5,2.24,US,1579737938
545,havre-saint-pierre,50.23,-63.6,17.6,78,90,5.82,CA,1579738126
546,wewak,-3.55,143.63,81.18,78,89,3.98,PG,1579738160
547,diego de almagro,-26.37,-70.05,67.35,49,20,4.99,CL,1579738160
548,esso,55.93,158.7,-7.31,74,0,1.25,RU,1579738160
549,cociuba mare,46.73,22.0,30.2,92,71,3.36,RO,1579738160
550,songjianghe,42.19,127.48,16.39,92,0,6.78,CN,1579738161
551,harper,4.38,-7.72,77.22,89,41,1.45,LR,1579738161
552,cananea,30.95,-110.3,57.0,63,16,4.0,MX,1579738161
553,port hedland,-20.32,118.57,86.0,79,1,11.41,AU,1579738161
554,maniwaki,46.38,-75.97,27.39,82,100,11.45,CA,1579738162
555,cockburn town,21.46,-71.14,73.2,84,51,26.02,TC,1579738162
556,vydrino,51.48,104.85,4.46,68,5,3.83,RU,1579738162
557,gladstone,-23.85,151.25,86.0,78,75,8.05,AU,1579738162
558,tecoanapa,16.52,-98.75,81.3,66,0,6.2,MX,1579738121
559,durusu,41.31,28.68,44.6,80,17,19.46,TR,1579738162
560,nanortalik,60.14,-45.24,25.63,64,100,27.56,GL,1579738163
561,zhireken,52.82,117.31,-20.09,85,0,6.46,RU,1579738163
562,turangi,-39.0,175.93,79.0,49,14,8.01,NZ,1579738163
563,yeppoon,-23.13,150.73,89.6,59,75,6.93,AU,1579738163
564,quixeramobim,-5.2,-39.29,77.79,78,80,5.39,BR,1579738163
565,pahrump,36.21,-115.98,60.01,46,1,4.34,US,1579738001
566,obihiro,42.92,143.2,19.4,100,20,3.36,JP,1579738164
567,podyuga,61.09,40.86,18.75,90,97,11.72,RU,1579738164
568,zambezi,-13.54,23.1,68.23,96,100,6.87,ZM,1579738164
569,san carlos,9.66,-68.58,82.63,59,75,3.91,VE,1579738164
570,singaparna,-7.35,108.11,73.89,87,98,2.44,ID,1579738164
571,poronaysk,49.22,143.12,6.91,85,0,1.41,RU,1579738165
572,curup,-3.47,102.53,67.42,97,66,3.74,ID,1579738083
573,libertad,8.94,125.5,74.95,91,98,3.04,PH,1579738168
574,komsomolskiy,40.43,71.72,30.2,92,90,2.24,UZ,1579738168
575,manacapuru,-3.3,-60.62,78.8,88,40,4.7,BR,1579738168
576,mishelevka,52.86,103.17,-12.8,99,52,7.25,RU,1579738169
577,dukat,62.55,155.55,-31.61,98,95,3.04,RU,1579738169
578,paamiut,61.99,-49.67,18.95,66,100,9.78,GL,1579738169
579,kavkazskaya,45.45,40.67,41.11,84,100,26.42,RU,1579738169
580,kolar,13.13,78.13,66.2,93,40,10.29,IN,1579738169
581,korla,41.76,86.15,16.27,55,100,1.28,CN,1579738170
582,tuy hoa,13.08,109.3,72.25,86,91,5.23,VN,1579738109
583,belaya gora,68.53,146.42,-28.1,94,83,5.03,RU,1579738170
584,tolaga bay,-38.37,178.3,67.3,83,0,8.77,NZ,1579738170
585,along,28.17,94.77,47.44,90,98,3.51,IN,1579738170
586,jiuquan,39.74,98.52,13.78,36,83,2.1,CN,1579738171
587,ishikari,43.24,141.35,28.4,92,20,3.36,JP,1579738171
